tstart	tend	duration	clientip	respcode
2016-07-07 06:35:50	2016-07-07 06:35:50	11774	10.27.128.86	0
2016-07-07 13:51:42	2016-07-07 13:51:42	48	10.27.128.86	0
2016-07-07 15:11:21	2016-07-07 15:11:21	746	10.27.128.86	0
2016-07-07 21:58:25	2016-07-07 21:58:25	692	10.27.128.86	0
2016-07-07 08:45:20	2016-07-07 08:45:20	711	10.27.128.86	0
2016-07-07 20:30:19	2016-07-07 20:30:19	786	10.27.128.86	0
2016-07-07 10:52:16	2016-07-07 10:52:16	591	10.27.128.86	0
2016-07-07 18:21:22	2016-07-07 18:21:22	245	10.27.128.86	0
2016-07-07 00:10:57	2016-07-07 00:10:57	728	10.27.128.86	0
2016-07-07 15:08:57	2016-07-07 15:08:57	1	10.27.128.86	0
2016-07-07 23:47:27	2016-07-07 23:47:27	398	10.27.128.86	0
2016-07-07 16:42:54	2016-07-07 16:42:54	775	10.27.128.86	0
2016-07-07 17:50:51	2016-07-07 17:50:51	493	10.27.128.86	0
2016-07-07 03:47:16	2016-07-07 03:47:16	3209	10.27.128.86	0
2016-07-07 05:00:02	2016-07-07 05:00:02	72	10.27.128.86	0
2016-07-07 15:30:43	2016-07-07 15:30:43	46	10.27.128.86	0
2016-07-07 12:11:51	2016-07-07 12:11:51	753	10.27.128.86	0
2016-07-07 03:06:06	2016-07-07 03:06:06	486	10.27.128.86	0
2016-07-07 12:22:45	2016-07-07 12:22:45	632	10.27.128.86	0
2016-07-07 10:38:42	2016-07-07 10:38:42	445	10.27.128.86	0
2016-07-07 22:18:28	2016-07-07 22:18:28	690	10.27.128.86	0
2016-07-07 12:37:16	2016-07-07 12:37:16	557	10.27.128.86	0
2016-07-07 02:15:32	2016-07-07 02:15:32	757	10.27.128.86	0
2016-07-07 22:12:22	2016-07-07 22:12:22	232	10.27.128.86	0
2016-07-07 17:42:18	2016-07-07 17:42:18	230	10.27.128.86	0
2016-07-07 00:08:03	2016-07-07 00:08:03	766	10.27.128.86	0
2016-07-07 11:50:20	2016-07-07 11:50:20	374	10.27.128.86	0
2016-07-07 12:06:47	2016-07-07 12:06:47	547	10.27.128.86	0
2016-07-07 05:07:46	2016-07-07 05:07:46	297	10.27.128.86	0
2016-07-07 23:27:23	2016-07-07 23:27:23	223	10.27.128.86	0
2016-07-07 22:32:23	2016-07-07 22:32:23	610	10.27.128.86	0
2016-07-07 10:18:43	2016-07-07 10:18:43	623	10.27.128.86	0
2016-07-07 06:38:53	2016-07-07 06:38:53	433	10.27.128.86	0
2016-07-07 09:17:56	2016-07-07 09:17:56	554	10.27.128.86	0
2016-07-07 04:42:35	2016-07-07 04:42:35	648	10.27.128.86	0
2016-07-07 18:32:24	2016-07-07 18:32:24	749	10.27.128.86	0
2016-07-07 12:00:48	2016-07-07 12:00:48	217	10.27.128.86	0
2016-07-07 16:01:25	2016-07-07 16:01:25	251	10.27.128.86	0
2016-07-07 23:53:04	2016-07-07 23:53:04	371	10.27.128.86	0
2016-07-07 14:35:58	2016-07-07 14:35:58	542	10.27.128.86	0
2016-07-07 09:48:15	2016-07-07 09:48:15	401	10.27.128.86	0
2016-07-07 07:30:35	2016-07-07 07:30:35	378	10.27.128.86	0
2016-07-07 22:20:51	2016-07-07 22:20:51	773	10.27.128.86	0
2016-07-07 01:45:04	2016-07-07 01:45:04	229	10.27.128.86	0
2016-07-07 16:20:54	2016-07-07 16:20:54	330	10.27.128.86	0
2016-07-07 01:42:32	2016-07-07 01:42:32	212	10.27.128.86	0
2016-07-07 03:58:35	2016-07-07 03:58:35	330	10.27.128.86	0
2016-07-07 05:53:21	2016-07-07 05:53:21	940	10.27.128.86	0
2015-02-28 23:58:57	2015-02-28 23:58:57	356	10.27.128.86	0
2016-07-07 07:38:49	2016-07-07 07:38:49	410	10.27.128.86	0
2016-07-07 23:04:00	2016-07-07 23:04:00	377	10.27.128.86	0
2016-07-07 00:05:04	2016-07-07 00:05:04	330	10.27.128.86	0
2016-07-07 17:16:53	2016-07-07 17:16:53	330	10.27.128.86	0
2016-07-07 10:24:15	2016-07-07 10:24:15	620	10.27.128.86	0
2016-07-07 16:45:46	2016-07-07 16:45:46	597	10.27.128.86	0
2016-07-07 10:46:43	2016-07-07 10:46:43	612	10.27.128.86	0
2016-07-07 22:18:20	2016-07-07 22:18:20	305	10.27.128.86	0
2016-07-07 08:55:45	2016-07-07 08:55:45	375	10.27.128.86	0
2016-07-07 01:11:35	2016-07-07 01:11:35	1740	10.27.128.86	0
2016-07-07 11:52:41	2016-07-07 11:52:41	373	10.27.128.86	0
2016-07-07 01:53:34	2016-07-07 01:53:34	171	10.27.128.86	0
2016-07-07 16:45:51	2016-07-07 16:45:51	308	10.27.128.86	0
2016-07-07 11:03:14	2016-07-07 11:03:14	617	10.27.128.86	0
2016-07-07 16:12:14	2016-07-07 16:12:14	56	10.27.128.86	0
2016-07-07 22:00:58	2016-07-07 22:00:58	371	10.27.128.86	0
2016-07-07 02:29:32	2016-07-07 02:29:32	243	10.27.128.86	0
2016-07-07 02:23:38	2016-07-07 02:23:38	183	10.27.128.86	0
2016-07-07 16:40:50	2016-07-07 16:40:50	562	10.27.128.86	0
2016-07-07 09:00:40	2016-07-07 09:00:40	409	10.27.128.86	0
2016-07-07 22:15:27	2016-07-07 22:15:27	616	10.27.128.86	0
2016-07-07 03:47:09	2016-07-07 03:47:09	284	10.27.128.86	0
2016-07-07 07:19:36	2016-07-07 07:19:36	323	10.27.128.86	0
2016-07-07 12:45:27	2016-07-07 12:45:27	197	10.27.128.86	0
2016-07-07 02:40:59	2016-07-07 02:40:59	50	10.27.128.86	0
2016-07-07 18:35:21	2016-07-07 18:35:21	191	10.27.128.86	0
2016-07-07 03:11:10	2016-07-07 03:11:10	1	10.27.128.86	0
2016-07-07 07:44:12	2016-07-07 07:44:12	194	10.27.128.86	0
2016-07-07 11:20:13	2016-07-07 11:20:13	564	10.27.128.86	0
2016-07-07 06:43:44	2016-07-07 06:43:44	427	10.27.128.86	0
2016-07-07 18:32:17	2016-07-07 18:32:17	672	10.27.128.86	0
2016-07-07 23:21:24	2016-07-07 23:21:24	599	10.27.128.86	0
2016-07-07 12:20:17	2016-07-07 12:20:17	183	10.27.128.86	0
2016-07-07 11:33:50	2016-07-07 11:33:50	672	10.27.128.86	0
2016-07-07 05:59:34	2016-07-07 05:59:34	373	10.27.128.86	0
2016-07-07 19:36:50	2016-07-07 19:36:50	538	10.27.128.86	0
2016-07-07 08:12:13	2016-07-07 08:12:13	609	10.27.128.86	0
2016-07-07 06:17:10	2016-07-07 06:17:10	262	10.27.128.86	0
2016-07-07 10:41:18	2016-07-07 10:41:18	353	10.27.128.86	0
2016-07-07 02:38:07	2016-07-07 02:38:07	272	10.27.128.86	0
2016-07-07 17:28:16	2016-07-07 17:28:16	757	10.27.128.86	0
2016-07-07 23:50:31	2016-07-07 23:50:31	194	10.27.128.86	0
2016-07-07 00:19:29	2016-07-07 00:19:29	632	10.27.128.86	0
2016-07-07 12:06:50	2016-07-07 12:06:50	601	10.27.128.86	0
2016-07-07 17:11:24	2016-07-07 17:11:24	533	10.27.128.86	0
2016-07-07 15:00:18	2016-07-07 15:00:18	600	10.27.128.86	0
2016-07-07 03:09:05	2016-07-07 03:09:05	257	10.27.128.86	0
2016-07-07 09:42:38	2016-07-07 09:42:38	536	10.27.128.86	0
2016-07-07 00:28:32	2016-07-07 00:28:32	163	10.27.128.86	0
2016-07-07 15:24:50	2016-07-07 15:24:50	516	10.27.128.86	0
2016-07-07 21:06:22	2016-07-07 21:06:22	689	10.27.128.86	0
2016-07-07 20:58:27	2016-07-07 20:58:27	191	10.27.128.86	0
2016-07-07 00:13:37	2016-07-07 00:13:37	244	10.27.128.86	0
2016-07-07 11:17:18	2016-07-07 11:17:18	279	10.27.128.86	0
2016-07-07 01:13:57	2016-07-07 01:13:57	50	10.27.128.86	0
2016-07-07 15:36:19	2016-07-07 15:36:19	382	10.27.128.86	0
2016-07-07 20:38:51	2016-07-07 20:38:51	625	10.27.128.86	0
2016-07-07 00:57:31	2016-07-07 00:57:31	379	10.27.128.86	0
2016-07-07 12:56:20	2016-07-07 12:56:20	344	10.27.128.86	0
2016-07-07 00:25:35	2016-07-07 00:25:35	164	10.27.128.86	0
2016-07-07 15:19:45	2016-07-07 15:19:45	266	10.27.128.86	0
2016-07-07 02:07:31	2016-07-07 02:07:31	596	10.27.128.86	0
2016-07-07 04:20:44	2016-07-07 04:20:44	474	10.27.128.86	0
2016-07-07 15:48:07	2016-07-07 15:48:07	799	10.27.128.86	0
2016-07-07 09:45:19	2016-07-07 09:45:19	390	10.27.128.86	0
2016-07-07 20:55:20	2016-07-07 20:55:20	391	10.27.128.86	0
2016-07-07 15:24:47	2016-07-07 15:24:47	554	10.27.128.86	0
2016-07-07 21:06:19	2016-07-07 21:06:19	411	10.27.128.86	0
2016-07-07 10:02:10	2016-07-07 10:02:10	641	10.27.128.86	0
2016-07-07 06:01:07	2016-07-07 06:01:07	1018	10.27.128.86	0
2016-07-07 16:57:20	2016-07-07 16:57:20	353	10.27.128.86	0
2016-07-07 12:48:25	2016-07-07 12:48:25	191	10.27.128.86	0
2016-07-07 05:04:39	2016-07-07 05:04:39	637	10.27.128.86	0
2016-07-07 10:32:43	2016-07-07 10:32:43	796	10.27.128.86	0
2016-07-07 14:57:53	2016-07-07 14:57:53	398	10.27.128.86	0
2016-07-07 15:30:48	2016-07-07 15:30:48	235	10.27.128.86	0
2016-07-07 16:48:55	2016-07-07 16:48:55	588	10.27.128.86	0
2016-07-07 05:00:09	2016-07-07 05:00:09	328	10.27.128.86	0
2016-07-07 11:06:16	2016-07-07 11:06:16	268	10.27.128.86	0
2016-07-07 16:34:50	2016-07-07 16:34:50	264	10.27.128.86	0
2016-07-07 09:00:43	2016-07-07 09:00:43	647	10.27.128.86	0
2016-07-07 08:07:15	2016-07-07 08:07:15	165	10.27.128.86	0
2016-07-07 18:09:50	2016-07-07 18:09:50	351	10.27.128.86	0
2015-02-28 23:59:00	2015-02-28 23:59:00	212	10.27.128.86	0
2016-07-07 16:12:17	2016-07-07 16:12:17	289	10.27.128.86	0
2016-07-07 16:45:52	2016-07-07 16:45:52	577	10.27.128.86	0
2016-07-07 14:57:44	2016-07-07 14:57:44	275	10.27.128.86	0
2016-07-07 22:40:56	2016-07-07 22:40:56	367	10.27.128.86	0
2016-07-07 08:20:22	2016-07-07 08:20:22	187	10.27.128.86	0
2016-07-07 10:41:20	2016-07-07 10:41:20	362	10.27.128.86	0
2016-07-07 11:20:10	2016-07-07 11:20:10	804	10.27.128.86	0
2016-07-07 00:22:27	2016-07-07 00:22:27	565	10.27.128.86	0
2016-07-07 10:08:12	2016-07-07 10:08:12	608	10.27.128.86	0
2016-07-07 14:40:52	2016-07-07 14:40:52	241	10.27.128.86	0
2016-07-07 10:21:49	2016-07-07 10:21:49	241	10.27.128.86	0
2016-07-07 10:49:39	2016-07-07 10:49:39	478	10.27.128.86	0
2016-07-07 21:09:21	2016-07-07 21:09:21	243	10.27.128.86	0
2016-07-07 01:42:31	2016-07-07 01:42:31	334	10.27.128.86	0
2016-07-07 14:52:20	2016-07-07 14:52:20	278	10.27.128.86	0
2016-07-07 19:39:47	2016-07-07 19:39:47	46	10.27.128.86	0
2016-07-07 06:49:45	2016-07-07 06:49:45	329	10.27.128.86	0
2016-07-07 00:22:30	2016-07-07 00:22:30	165	10.27.128.86	0
2016-07-07 18:04:25	2016-07-07 18:04:25	281	10.27.128.86	0
2016-07-07 05:13:03	2016-07-07 05:13:03	429	10.27.128.86	0
2016-07-07 14:13:30	2016-07-07 14:13:30	334	10.27.128.86	0
2016-07-07 23:32:57	2016-07-07 23:32:57	343	10.27.128.86	0
2016-07-07 18:26:52	2016-07-07 18:26:52	4	10.27.128.86	0
2016-07-07 19:28:24	2016-07-07 19:28:24	323	10.27.128.86	0
2016-07-07 22:26:55	2016-07-07 22:26:55	559	10.27.128.86	0
2016-07-07 18:43:26	2016-07-07 18:43:26	241	10.27.128.86	0
2016-07-07 20:43:52	2016-07-07 20:43:52	394	10.27.128.86	0
2016-07-07 18:26:46	2016-07-07 18:26:46	61	10.27.128.86	0
2016-07-07 23:18:25	2016-07-07 23:18:25	196	10.27.128.86	0
2016-07-07 01:30:58	2016-07-07 01:30:58	427	10.27.128.86	0
2016-07-07 00:48:36	2016-07-07 00:48:36	195	10.27.128.86	0
2016-07-07 17:42:20	2016-07-07 17:42:20	233	10.27.128.86	0
2016-07-07 20:21:51	2016-07-07 20:21:51	383	10.27.128.86	0
2016-07-07 03:47:02	2016-07-07 03:47:02	746	10.27.128.86	0
2016-07-07 05:45:36	2016-07-07 05:45:36	169	10.27.128.86	0
2016-07-07 15:41:55	2016-07-07 15:41:55	187	10.27.128.86	0
2016-07-07 06:41:15	2016-07-07 06:41:15	215	10.27.128.86	0
2016-07-07 11:22:42	2016-07-07 11:22:42	290	10.27.128.86	0
2016-07-07 11:58:40	2016-07-07 11:58:40	585	10.27.128.86	0
2016-07-07 16:57:28	2016-07-07 16:57:28	367	10.27.128.86	0
2016-07-07 02:15:31	2016-07-07 02:15:31	237	10.27.128.86	0
2016-07-07 07:52:36	2016-07-07 07:52:36	677	10.27.128.86	0
2016-07-07 19:50:50	2016-07-07 19:50:50	607	10.27.128.86	0
2016-07-07 20:30:25	2016-07-07 20:30:25	546	10.27.128.86	0
2016-07-07 05:32:08	2016-07-07 05:32:08	628	10.27.128.86	0
2016-07-07 04:01:11	2016-07-07 04:01:11	217	10.27.128.86	0
2016-07-07 13:10:42	2016-07-07 13:10:42	454	10.27.128.86	0
2016-07-07 11:50:10	2016-07-07 11:50:10	574	10.27.128.86	0
2016-07-07 20:35:49	2016-07-07 20:35:49	649	10.27.128.86	0
2016-07-07 14:16:26	2016-07-07 14:16:26	296	10.27.128.86	0
2016-07-07 21:43:31	2016-07-07 21:43:31	253	10.27.128.86	0
2016-07-07 05:13:12	2016-07-07 05:13:12	161	10.27.128.86	0
2016-07-07 22:32:26	2016-07-07 22:32:26	373	10.27.128.86	0
2016-07-07 16:07:30	2016-07-07 16:07:30	344	10.27.128.86	0
2016-07-07 18:01:19	2016-07-07 18:01:19	366	10.27.128.86	0
2016-07-07 12:17:12	2016-07-07 12:17:12	253	10.27.128.86	0
2016-07-07 17:39:54	2016-07-07 17:39:54	188	10.27.128.86	0
2016-07-07 08:52:52	2016-07-07 08:52:52	401	10.27.128.86	0
2016-07-07 05:34:09	2016-07-07 05:34:09	584	10.27.128.86	0
2016-07-07 13:31:58	2016-07-07 13:31:58	165	10.27.128.86	0
2016-07-07 03:47:13	2016-07-07 03:47:13	304	10.27.128.86	0
2016-07-07 05:00:07	2016-07-07 05:00:07	424	10.27.128.86	0
2016-07-07 05:50:58	2016-07-07 05:50:58	1129	10.27.128.86	0
2016-07-07 07:55:06	2016-07-07 07:55:06	63	10.27.128.86	0
2016-07-07 20:30:23	2016-07-07 20:30:23	581	10.27.128.86	0
2016-07-07 01:59:33	2016-07-07 01:59:33	236	10.27.128.86	0
2016-07-07 01:02:57	2016-07-07 01:02:57	50	10.27.128.86	0
2016-07-07 22:09:59	2016-07-07 22:09:59	162	10.27.128.86	0
2016-07-07 17:30:50	2016-07-07 17:30:50	211	10.27.128.86	0
2016-07-07 00:16:27	2016-07-07 00:16:27	538	10.27.128.86	0
2016-07-07 15:58:53	2016-07-07 15:58:53	346	10.27.128.86	0
2016-07-07 07:00:11	2016-07-07 07:00:11	305	10.27.128.86	0
2016-07-07 11:28:10	2016-07-07 11:28:10	673	10.27.128.86	0
2016-07-07 06:14:20	2016-07-07 06:14:20	167	10.27.128.86	0
2016-07-07 17:59:22	2016-07-07 17:59:22	757	10.27.128.86	0
2016-07-07 20:04:57	2016-07-07 20:04:57	195	10.27.128.86	0
2016-07-07 15:13:56	2016-07-07 15:13:56	278	10.27.128.86	0
2016-07-07 13:12:48	2016-07-07 13:12:48	456	10.27.128.86	0
2016-07-07 14:46:44	2016-07-07 14:46:44	390	10.27.128.86	0
2016-07-07 05:47:46	2016-07-07 05:47:46	2763	10.27.128.86	0
2016-07-07 04:34:13	2016-07-07 04:34:13	192	10.27.128.86	0
2016-07-07 18:01:22	2016-07-07 18:01:22	175	10.27.128.86	0
2016-07-07 18:46:19	2016-07-07 18:46:19	583	10.27.128.86	0
2016-07-07 21:43:20	2016-07-07 21:43:20	613	10.27.128.86	0
2016-07-07 18:23:55	2016-07-07 18:23:55	625	10.27.128.86	0
2016-07-07 01:45:01	2016-07-07 01:45:01	675	10.27.128.86	0
2016-07-07 01:09:01	2016-07-07 01:09:01	779	10.27.128.86	0
2016-07-07 02:46:38	2016-07-07 02:46:38	735	10.27.128.86	0
2016-07-07 01:16:58	2016-07-07 01:16:58	797	10.27.128.86	0
2016-07-07 21:09:30	2016-07-07 21:09:30	372	10.27.128.86	0
2016-07-07 14:02:42	2016-07-07 14:02:42	53	10.27.128.86	0
2016-07-07 16:14:48	2016-07-07 16:14:48	384	10.27.128.86	0
2016-07-07 22:43:24	2016-07-07 22:43:24	378	10.27.128.86	0
2016-07-07 13:15:45	2016-07-07 13:15:45	3910	10.27.128.86	0
2016-07-07 16:59:55	2016-07-07 16:59:55	510	10.27.128.86	0
2016-07-07 13:31:47	2016-07-07 13:31:47	523	10.27.128.86	0
2016-07-07 01:56:30	2016-07-07 01:56:30	391	10.27.128.86	0
2016-07-07 09:51:07	2016-07-07 09:51:07	49	10.27.128.86	0
2016-07-07 16:48:53	2016-07-07 16:48:53	181	10.27.128.86	0
2016-07-07 04:23:05	2016-07-07 04:23:05	1054	10.27.128.86	0
2016-07-07 13:04:43	2016-07-07 13:04:43	664	10.27.128.86	0
2016-07-07 02:49:41	2016-07-07 02:49:41	481	10.27.128.86	0
2016-07-07 04:15:10	2016-07-07 04:15:10	522	10.27.128.86	0
2016-07-07 14:57:55	2016-07-07 14:57:55	569	10.27.128.86	0
2016-07-07 07:30:42	2016-07-07 07:30:42	3712	10.27.128.86	0
2016-07-07 16:51:21	2016-07-07 16:51:21	813	10.27.128.86	0
2016-07-07 10:32:45	2016-07-07 10:32:45	545	10.27.128.86	0
2016-07-07 18:12:28	2016-07-07 18:12:28	3353	10.27.128.86	0
2016-07-07 22:43:28	2016-07-07 22:43:28	565	10.27.128.86	0
2016-07-07 19:33:50	2016-07-07 19:33:50	753	10.27.128.86	0
2016-07-07 10:02:12	2016-07-07 10:02:12	464	10.27.128.86	0
2016-07-07 09:03:11	2016-07-07 09:03:11	605	10.27.128.86	0
2016-07-07 17:30:54	2016-07-07 17:30:54	363	10.27.128.86	0
2016-07-07 02:04:35	2016-07-07 02:04:35	250	10.27.128.86	0
2016-07-07 20:19:22	2016-07-07 20:19:22	550	10.27.128.86	0
2016-07-07 04:48:36	2016-07-07 04:48:36	559	10.27.128.86	0
2016-07-07 21:14:52	2016-07-07 21:14:52	722	10.27.128.86	0
2016-07-07 08:47:48	2016-07-07 08:47:48	262	10.27.128.86	0
2016-07-07 09:37:37	2016-07-07 09:37:37	428	10.27.128.86	0
2016-07-07 15:13:49	2016-07-07 15:13:49	517	10.27.128.86	0
2016-07-07 11:36:43	2016-07-07 11:36:43	670	10.27.128.86	0
2016-07-07 05:29:15	2016-07-07 05:29:15	403	10.27.128.86	0
2016-07-07 12:00:45	2016-07-07 12:00:45	255	10.27.128.86	0
2016-07-07 19:11:18	2016-07-07 19:11:18	633	10.27.128.86	0
2016-07-07 13:41:19	2016-07-07 13:41:19	306	10.27.128.86	0
2016-07-07 06:25:27	2016-07-07 06:25:27	317	10.27.128.86	0
2016-07-07 12:03:43	2016-07-07 12:03:43	220	10.27.128.86	0
2016-07-07 02:41:06	2016-07-07 02:41:06	676	10.27.128.86	0
2016-07-07 20:35:50	2016-07-07 20:35:50	213	10.27.128.86	0
2016-07-07 18:38:18	2016-07-07 18:38:18	213	10.27.128.86	0
2016-07-07 23:03:56	2016-07-07 23:03:56	484	10.27.128.86	0
2016-07-07 15:39:14	2016-07-07 15:39:14	585	10.27.128.86	0
2016-07-07 13:34:46	2016-07-07 13:34:46	556	10.27.128.86	0
2016-07-07 10:11:14	2016-07-07 10:11:14	448	10.27.128.86	0
2016-07-07 08:17:41	2016-07-07 08:17:41	324	10.27.128.86	0
2016-07-07 16:45:54	2016-07-07 16:45:54	346	10.27.128.86	0
2016-07-07 00:40:05	2016-07-07 00:40:05	777	10.27.128.86	0
2016-07-07 12:48:18	2016-07-07 12:48:18	571	10.27.128.86	0
2016-07-07 07:58:09	2016-07-07 07:58:09	397	10.27.128.86	0
2016-07-07 00:57:34	2016-07-07 00:57:34	234	10.27.128.86	0
2016-07-07 07:00:12	2016-07-07 07:00:12	505	10.27.128.86	0
2016-07-07 06:22:05	2016-07-07 06:22:05	376	10.27.128.86	0
2016-07-07 14:38:51	2016-07-07 14:38:51	326	10.27.128.86	0
2016-07-07 07:44:14	2016-07-07 07:44:14	195	10.27.128.86	0
2016-07-07 00:11:05	2016-07-07 00:11:05	164	10.27.128.86	0
2016-07-07 08:28:36	2016-07-07 08:28:36	437	10.27.128.86	0
2016-07-07 10:21:44	2016-07-07 10:21:44	506	10.27.128.86	0
2016-07-07 22:26:58	2016-07-07 22:26:58	319	10.27.128.86	0
2016-07-07 22:38:30	2016-07-07 22:38:30	204	10.27.128.86	0
2016-07-07 12:14:24	2016-07-07 12:14:24	3535	10.27.128.86	0
2016-07-07 13:38:25	2016-07-07 13:38:25	574	10.27.128.86	0
2016-07-07 16:17:52	2016-07-07 16:17:52	857	10.27.128.86	0
2016-07-07 20:32:49	2016-07-07 20:32:49	723	10.27.128.86	0
2016-07-07 16:45:48	2016-07-07 16:45:48	884	10.27.128.86	0
2016-07-07 09:37:51	2016-07-07 09:37:51	162	10.27.128.86	0
2016-07-07 16:29:24	2016-07-07 16:29:24	801	10.27.128.86	0
2016-07-07 01:05:59	2016-07-07 01:05:59	222	10.27.128.86	0
2016-07-07 17:08:19	2016-07-07 17:08:19	450	10.27.128.86	0
2016-07-07 20:41:22	2016-07-07 20:41:22	387	10.27.128.86	0
2016-07-07 10:49:46	2016-07-07 10:49:46	285	10.27.128.86	0
2016-07-07 20:21:54	2016-07-07 20:21:54	219	10.27.128.86	0
2016-07-07 15:08:59	2016-07-07 15:08:59	310	10.27.128.86	0
2016-07-07 00:10:59	2016-07-07 00:10:59	646	10.27.128.86	0
2016-07-07 16:31:54	2016-07-07 16:31:54	820	10.27.128.86	0
2016-07-07 00:34:05	2016-07-07 00:34:05	188	10.27.128.86	0
2016-07-07 15:05:49	2016-07-07 15:05:49	259	10.27.128.86	0
2016-07-07 09:59:39	2016-07-07 09:59:39	941	10.27.128.86	0
2016-07-07 07:38:50	2016-07-07 07:38:50	197	10.27.128.86	0
2016-07-07 03:06:08	2016-07-07 03:06:08	654	10.27.128.86	0
2016-07-07 18:54:21	2016-07-07 18:54:21	589	10.27.128.86	0
2016-07-07 10:46:45	2016-07-07 10:46:45	268	10.27.128.86	0
2016-07-07 04:15:13	2016-07-07 04:15:13	511	10.27.128.86	0
2016-07-07 04:23:06	2016-07-07 04:23:06	363	10.27.128.86	0
2016-07-07 06:30:21	2016-07-07 06:30:21	172	10.27.128.86	0
2016-07-07 10:43:44	2016-07-07 10:43:44	270	10.27.128.86	0
2016-07-07 03:09:03	2016-07-07 03:09:03	874	10.27.128.86	0
2016-07-07 03:03:09	2016-07-07 03:03:09	378	10.27.128.86	0
2016-07-07 17:16:55	2016-07-07 17:16:55	582	10.27.128.86	0
2016-07-07 08:31:12	2016-07-07 08:31:12	211	10.27.128.86	0
2016-07-07 12:51:13	2016-07-07 12:51:13	232	10.27.128.86	0
2016-07-07 00:51:33	2016-07-07 00:51:33	227	10.27.128.86	0
2016-07-07 02:07:34	2016-07-07 02:07:34	732	10.27.128.86	0
2016-07-07 08:12:15	2016-07-07 08:12:15	262	10.27.128.86	0
2016-07-07 13:46:24	2016-07-07 13:46:24	397	10.27.128.86	0
2016-07-07 06:06:46	2016-07-07 06:06:46	540	10.27.128.86	0
2016-07-07 04:42:33	2016-07-07 04:42:33	736	10.27.128.86	0
2016-07-07 15:55:48	2016-07-07 15:55:48	783	10.27.128.86	0
2016-07-07 15:19:48	2016-07-07 15:19:48	287	10.27.128.86	0
2016-07-07 02:38:09	2016-07-07 02:38:09	203	10.27.128.86	0
2016-07-07 20:46:55	2016-07-07 20:46:55	229	10.27.128.86	0
2016-07-07 08:33:40	2016-07-07 08:33:40	437	10.27.128.86	0
2016-07-07 15:00:16	2016-07-07 15:00:16	312	10.27.128.86	0
2016-07-07 22:43:27	2016-07-07 22:43:27	223	10.27.128.86	0
2016-07-07 10:15:55	2016-07-07 10:15:55	290	10.27.128.86	0
2016-07-07 14:40:57	2016-07-07 14:40:57	275	10.27.128.86	0
2016-07-07 07:19:44	2016-07-07 07:19:44	365	10.27.128.86	0
2016-07-07 12:09:55	2016-07-07 12:09:55	601	10.27.128.86	0
2016-07-07 13:23:53	2016-07-07 13:23:53	248	10.27.128.86	0
2016-07-07 20:43:54	2016-07-07 20:43:54	332	10.27.128.86	0
2016-07-07 07:02:39	2016-07-07 07:02:39	188	10.27.128.86	0
2016-07-07 07:00:22	2016-07-07 07:00:22	196	10.27.128.86	0
2016-07-07 14:43:45	2016-07-07 14:43:45	752	10.27.128.86	0
2016-07-07 13:26:46	2016-07-07 13:26:46	432	10.27.128.86	0
2016-07-07 13:46:27	2016-07-07 13:46:27	374	10.27.128.86	0
2016-07-07 13:41:11	2016-07-07 13:41:11	50	10.27.128.86	0
2016-07-07 13:43:48	2016-07-07 13:43:48	453	10.27.128.86	0
2016-07-07 23:29:56	2016-07-07 23:29:56	558	10.27.128.86	0
2016-07-07 03:47:07	2016-07-07 03:47:07	2309	10.27.128.86	0
2016-07-07 10:52:14	2016-07-07 10:52:14	284	10.27.128.86	0
2016-07-07 12:11:40	2016-07-07 12:11:40	63	10.27.128.86	0
2016-07-07 09:23:08	2016-07-07 09:23:08	321	10.27.128.86	0
2016-07-07 23:44:27	2016-07-07 23:44:27	329	10.27.128.86	0
2016-07-07 09:37:46	2016-07-07 09:37:46	598	10.27.128.86	0
2016-07-07 06:41:10	2016-07-07 06:41:10	343	10.27.128.86	0
2016-07-07 19:42:27	2016-07-07 19:42:27	197	10.27.128.86	0
2016-07-07 21:58:27	2016-07-07 21:58:27	582	10.27.128.86	0
2016-07-07 22:00:56	2016-07-07 22:00:56	183	10.27.128.86	0
2016-07-07 22:23:51	2016-07-07 22:23:51	753	10.27.128.86	0
2016-07-07 19:33:48	2016-07-07 19:33:48	651	10.27.128.86	0
2016-07-07 21:43:23	2016-07-07 21:43:23	841	10.27.128.86	0
2016-07-07 01:03:08	2016-07-07 01:03:08	380	10.27.128.86	0
2016-07-07 07:05:20	2016-07-07 07:05:20	720	10.27.128.86	0
2016-07-07 09:03:09	2016-07-07 09:03:09	604	10.27.128.86	0
2016-07-07 01:42:34	2016-07-07 01:42:34	247	10.27.128.86	0
2016-07-07 18:32:19	2016-07-07 18:32:19	334	10.27.128.86	0
2016-07-07 13:10:50	2016-07-07 13:10:50	571	10.27.128.86	0
2016-07-07 14:43:46	2016-07-07 14:43:46	534	10.27.128.86	0
2016-07-07 03:28:00	2016-07-07 03:28:00	38	10.27.128.86	0
2016-07-07 14:21:42	2016-07-07 14:21:42	49	10.27.128.86	0
2016-07-07 12:34:12	2016-07-07 12:34:12	196	10.27.128.86	0
2016-07-07 13:54:13	2016-07-07 13:54:13	555	10.27.128.86	0
2016-07-07 10:43:48	2016-07-07 10:43:48	572	10.27.128.86	0
2016-07-07 13:31:48	2016-07-07 13:31:48	312	10.27.128.86	0
2016-07-07 15:30:56	2016-07-07 15:30:56	224	10.27.128.86	0
